 weather forecast and its components  
 date  time  utc_time  time_in_h  file  systematic_a random_a forecast 
 2020-04-22 04:56:26.939595  1587531386.939595  12.253055555555555  -0.6771388888888623  -2.1435708136969334  0.06824667091575876  -2.752463031670037 
 2020-04-22 05:11:26.939595  1587532286.939595  12.503055555555555  -0.8521388888888737  -2.165328112165298  0.15039408789687148  -2.8670729131573003 
 2020-04-22 05:26:26.939595  1587533186.939595  12.753055555555555  -1.027138888888885  -2.186868956598299  0.4699027408341361  -2.744105104653048 
 2020-04-22 05:41:26.939595  1587534086.939595  13.003055555555555  -1.2030555555554656  -2.2081996814901803  0.9656032902114111  -2.445651946834235 
 2020-04-22 05:56:26.939595  1587534986.939595  13.253055555555555  -1.4530555555554656  -2.229326318270462  0.855292672633897  -2.8270892011920306 
 2020-04-22 06:11:26.939595  1587535886.939595  13.503055555555555  -1.7030555555554656  -2.250254615223205  0.42421256829523313  -3.5290976024834375 
 2020-04-22 06:26:26.939595  1587536786.939595  13.753055555555555  -1.9530555555554656  -2.270990055753951  0.08862609010313971  -4.135419521206277 
 2020-04-22 06:41:26.939595  1587537686.939595  14.003055555555555  -2.201833333333468  -2.291537875168842  0.22000537014117905  -4.273365838361132 
 2020-04-22 06:56:26.939595  1587538586.939595  14.253055555555555  -2.351833333333502  -2.3119030761113954  0.7433177564948845  -3.920418652950013 
 2020-04-22 07:11:26.939595  1587539486.939595  14.503055555555555  -2.5018333333334795  -2.3320904427858995  0.7911603387557689  -4.04276343736361 
 2020-04-22 07:26:26.939595  1587540386.939595  14.753055555555555  -2.6518333333335136  -2.3521045540820107  0.41036641975177  -4.593571467663754 
 2020-04-22 07:41:26.939595  1587541286.939595  15.003055555555555  -2.8018333333333203  -2.371949795702543  0.8345720002831531  -4.33921112875271 
 2020-04-22 07:56:26.939595  1587542186.939595  15.253055555555555  -2.9518333333333544  -2.391630371385456  0.4604668596320045  -4.882996845086806 
 2020-04-22 08:11:26.939595  1587543086.939595  15.503055555555555  -3.1018333333333317  -2.411150313301378  0.46071900880900607  -5.0522646378257035 
 2020-04-22 08:26:26.939595  1587543986.939595  15.753055555555555  -3.251833333333309  -2.4305134916995077  0.3914860569503342  -5.290860768082482 
 2020-04-22 08:41:26.939595  1587544886.939595  16.003055555555555  -3.4018333333331157  -2.4497236238672584  0.18858174711596254  -5.6629752100844115 
 2020-04-22 08:56:26.939595  1587545786.939595  16.253055555555555  -3.551833333333093  -2.468784282462389  0.1947393914850868  -5.8258782243103955 
 2020-04-22 09:11:26.939595  1587546686.939595  16.503055555555555  -3.701833333333127  -2.487698903270517  0.05486841846697743  -6.134663818136667 
 2020-04-22 09:26:26.939595  1587547586.939595  16.753055555555555  -3.8518333333331043  -2.5064707924357177  0.689298268741604  -5.6690058570272175 
 2020-04-22 09:41:26.939595  1587548486.939595  17.003055555555555  -4.003055555555534  -2.5251031332073017  0.1530099300717911  -6.3751487586910445 
 2020-04-22 09:56:26.939595  1587549386.939595  17.253055555555555  -4.253055555555534  -2.543598992241767  0.7980537236972509  -5.99860082410005 
 2020-04-22 10:11:26.939595  1587550286.939595  17.503055555555555  -4.503055555555534  -2.561961325495241  0.8330693630288644  -6.231947518021911 
 2020-04-22 10:26:26.939595  1587551186.939595  17.753055555555555  -4.753055555555534  -2.58019298373849  0.9999366905276843  -6.333311848766339 
 2020-04-22 10:41:26.939595  1587552086.939595  18.003055555555555  -5.001527777777767  -2.598296717723619  0.39466880586068154  -7.205155689640705 
 2020-04-22 10:56:26.939595  1587552986.939595  18.253055555555555  -5.126527777777767  -2.616275183028982  0.43944021844937886  -7.30336274235737 
 2020-04-22 11:11:26.939595  1587553886.939595  18.503055555555555  -5.251527777777767  -2.6341309446064622  0.7572941278672829  -7.128364594516946 
 2020-04-22 11:26:26.939595  1587554786.939595  18.753055555555555  -5.376527777777767  -2.651866481053172  0.29774325154979486  -7.7306510072811445 
 2020-04-22 11:41:26.939595  1587555686.939595  19.003055555555555  -5.5  -2.6694841886277083  0.17455582595627295  -7.994928362671436 
 2020-04-22 11:56:26.939595  1587556586.939595  19.253055555555555  -5.5  -2.6869863850293947  0.012796124159100142  -8.174190260870294 
 2020-04-22 12:11:26.939595  1587557486.939595  19.503055555555555  -5.5  -2.704375312957381  0.3950130443936941  -7.809362268563687 
 2020-04-22 12:26:26.939595  1587558386.939595  19.753055555555555  -5.5  -2.7216531434650766  0.33033432604668844  -7.891318817418388 
 2020-04-22 12:41:26.939595  1587559286.939595  20.003055555555555  -5.5  -2.738821979124115  0.2593021362521992  -7.979519842871916 
 2020-04-22 12:56:26.939595  1587560186.939595  20.253055555555555  -5.5  -2.7558838570109105  0.6527572716929146  -7.603126585317996 
 2020-04-22 13:11:26.939595  1587561086.939595  20.503055555555555  -5.5  -2.772840751527814  0.534538290924703  -7.738302460603111 
 2020-04-22 13:26:26.939595  1587561986.939595  20.753055555555555  -5.5  -2.7896945770699224  0.8842210764066738  -7.405473500663248 
 2020-04-22 13:41:26.939595  1587562886.939595  21.003055555555555  -5.500611111110942  -2.8064471905477455  0.040720143042146884  -8.266338158616541 
 2020-04-22 13:56:26.939595  1587563786.939595  21.253055555555555  -5.550611111110953  -2.823100393775137  0.6506724809305684  -7.723039023955522 
 2020-04-22 14:11:26.939595  1587564686.939595  21.503055555555555  -5.600611111110965  -2.8396559357311815  0.7317138361085367  -7.708553210733609 
 2020-04-22 14:26:26.939595  1587565586.939595  21.753055555555555  -5.650611111110948  -2.8561155147040767  0.07977323982367857  -8.426953385991347 
 2020-04-22 14:41:26.939595  1587566486.939595  22.003055555555555  -5.700611111110959  -2.8724807803244454  0.07179753707318914  -8.501294354362216 
 2020-04-22 14:56:26.939595  1587567386.939595  22.253055555555555  -5.750611111110942  -2.888753335494973  0.967114165762957  -7.672250280842958 
 2020-04-22 15:11:26.939595  1587568286.939595  22.503055555555555  -5.800611111110953  -2.9049347382227593  0.897687318724361  -7.8078585306093515 
 2020-04-22 15:26:26.939595  1587569186.939595  22.753055555555555  -5.850611111110965  -2.921026503360306  0.2520860856994167  -8.519551528771853 
 2020-04-22 15:41:26.939595  1587570086.939595  23.003055555555555  -5.900305555555676  -2.9370301042606517  0.0145618663187852  -8.822773793497543 
 2020-04-22 15:56:26.939595  1587570986.939595  23.253055555555555  -5.925305555555681  -2.9529469743517804  0.46299373508573094  -8.415258794821732 
 2020-04-22 16:11:26.939595  1587571886.939595  23.503055555555555  -5.950305555555673  -2.9687785086350473  0.12937676720621427  -8.789707296984506 
 2020-04-22 16:26:26.939595  1587572786.939595  23.753055555555555  -5.975305555555678  -2.9845260651120693  0.9328649352381979  -8.02696668542955 
 2020-04-22 16:41:26.939595  1587573686.939595  24.003055555555555  -6.001222222222111  -3.000190966144211  0.5512861983082771  -8.450126990058045 
