 time load temp 
   0.00000    0.00000   -1.20000
   0.00278    0.00774   -1.19833
   0.00556    0.02531   -1.19667
   0.00833    0.04283   -1.19500
   0.01111    0.06031   -1.19333
   0.01389    0.07773   -1.19167
   0.01667    0.09511   -1.19000
   0.01944    0.11244   -1.18833
   0.02222    0.12972   -1.18667
   0.02500    0.14695   -1.18500
   0.02778    0.16413   -1.18333
   0.03056    0.18126   -1.18167
   0.03333    0.19835   -1.18000
   0.03611    0.21539   -1.17833
   0.03889    0.23238   -1.17667
   0.04167    0.24932   -1.17500
   0.04444    0.26621   -1.17333
   0.04722    0.28305   -1.17167
   0.05000    0.29985   -1.17000
   0.05278    0.31660   -1.16833
   0.05556    0.33329   -1.16667
   0.05833    0.34995   -1.16500
   0.06111    0.36655   -1.16333
   0.06389    0.38310   -1.16167
   0.06667    0.39961   -1.16000
   0.06944    0.41607   -1.15833
   0.07222    0.43248   -1.15667
   0.07500    0.44884   -1.15500
   0.07778    0.46516   -1.15333
   0.08056    0.48142   -1.15167
   0.08333    0.49764   -1.15000
   0.08611    0.51381   -1.14833
   0.08889    0.52993   -1.14667
   0.09167    0.54601   -1.14500
   0.09444    0.56203   -1.14333
   0.09722    0.57801   -1.14167
   0.10000    0.59394   -1.14000
   0.10278    0.60983   -1.13833
   0.10556    0.62566   -1.13667
   0.10833    0.64133   -1.13500
   0.11111    0.64125   -1.13333
   0.11389    0.64116   -1.13167
   0.11667    0.64107   -1.13000
   0.11944    0.64098   -1.12833
   0.12222    0.64089   -1.12667
   0.12500    0.64080   -1.12500
   0.12778    0.64071   -1.12333
   0.13056    0.64062   -1.12167
   0.13333    0.64053   -1.12000
   0.13611    0.64044   -1.11833
   0.13889    0.64035   -1.11667
   0.14167    0.64026   -1.11500
   0.14444    0.64017   -1.11333
   0.14722    0.64008   -1.11167
   0.15000    0.63999   -1.11000
   0.15278    0.63989   -1.10833
   0.15556    0.63980   -1.10667
   0.15833    0.63971   -1.10500
   0.16111    0.63961   -1.10333
   0.16389    0.63952   -1.10167
   0.16667    0.63943   -1.10000
   0.16944    0.63933   -1.09833
   0.17222    0.63924   -1.09667
   0.17500    0.63914   -1.09500
   0.17778    0.63905   -1.09333
   0.18056    0.63895   -1.09167
   0.18333    0.63886   -1.09000
   0.18611    0.63876   -1.08833
   0.18889    0.63867   -1.08667
   0.19167    0.63857   -1.08500
   0.19444    0.63847   -1.08333
   0.19722    0.63838   -1.08167
   0.20000    0.63828   -1.08000
   0.20278    0.63818   -1.07833
   0.20556    0.63809   -1.07667
   0.20833    0.63799   -1.07500
   0.21111    0.63789   -1.07333
   0.21389    0.63779   -1.07167
   0.21667    0.63770   -1.07000
   0.21944    0.63760   -1.06833
   0.22222    0.63750   -1.06667
   0.22500    0.63740   -1.06500
   0.22778    0.63730   -1.06333
   0.23056    0.63720   -1.06167
   0.23333    0.63710   -1.06000
   0.23611    0.63700   -1.05833
   0.23889    0.63690   -1.05667
   0.24167    0.63680   -1.05500
   0.24444    0.63670   -1.05333
   0.24722    0.63660   -1.05167
   0.25000    0.63650   -1.05000
   0.25278    0.63640   -1.04833
   0.25556    0.63630   -1.04667
   0.25833    0.63620   -1.04500
   0.26111    0.63610   -1.04333
   0.26389    0.63600   -1.04167
   0.26667    0.63590   -1.04000
   0.26944    0.63580   -1.03833
   0.27222    0.63570   -1.03667
   0.27500    0.63560   -1.03500
   0.27778    0.63549   -1.03333
   0.28056    0.63539   -1.03167
   0.28333    0.63529   -1.03000
   0.28611    0.63519   -1.02833
   0.28889    0.63509   -1.02667
   0.29167    0.63499   -1.02500
   0.29444    0.63488   -1.02333
   0.29722    0.63478   -1.02167
   0.30000    0.63468   -1.02000
   0.30278    0.63458   -1.01833
   0.30556    0.63447   -1.01667
   0.30833    0.63437   -1.01500
   0.31111    0.63427   -1.01333
   0.31389    0.63417   -1.01167
   0.31667    0.63406   -1.01000
   0.31944    0.63396   -1.00833
   0.32222    0.63386   -1.00667
   0.32500    0.63375   -1.00500
   0.32778    0.63365   -1.00333
   0.33056    0.63355   -1.00167
   0.33333    0.63344   -1.00000
   0.33611    0.63334   -0.99833
   0.33889    0.63324   -0.99667
   0.34167    0.63313   -0.99500
   0.34444    0.63303   -0.99333
   0.34722    0.63293   -0.99167
   0.35000    0.63282   -0.99000
   0.35278    0.63272   -0.98833
   0.35556    0.63262   -0.98667
   0.35833    0.63251   -0.98500
   0.36111    0.63241   -0.98333
   0.36389    0.63231   -0.98167
   0.36667    0.63220   -0.98000
   0.36944    0.63210   -0.97833
   0.37222    0.63200   -0.97667
   0.37500    0.63189   -0.97500
   0.37778    0.63179   -0.97333
   0.38056    0.63168   -0.97167
   0.38333    0.63158   -0.97000
   0.38611    0.63148   -0.96833
   0.38889    0.63137   -0.96667
   0.39167    0.63127   -0.96500
   0.39444    0.63117   -0.96333
   0.39722    0.63106   -0.96167
   0.40000    0.63096   -0.96000
   0.40278    0.63090   -0.95833
   0.40556    0.63085   -0.95667
   0.40833    0.63080   -0.95500
   0.41111    0.63075   -0.95333
   0.41389    0.63070   -0.95167
   0.41667    0.63065   -0.95000
   0.41944    0.63060   -0.94833
   0.42222    0.63055   -0.94667
   0.42500    0.63050   -0.94500
   0.42778    0.63045   -0.94333
   0.43056    0.63040   -0.94167
   0.43333    0.63035   -0.94000
   0.43611    0.63030   -0.93833
   0.43889    0.63025   -0.93667
   0.44167    0.63020   -0.93500
   0.44444    0.63015   -0.93333
   0.44722    0.63010   -0.93167
   0.45000    0.63005   -0.93000
   0.45278    0.63000   -0.92833
   0.45556    0.62995   -0.92667
   0.45833    0.62990   -0.92500
   0.46111    0.62985   -0.92333
   0.46389    0.62980   -0.92167
   0.46667    0.62975   -0.92000
   0.46944    0.62970   -0.91833
   0.47222    0.62965   -0.91667
   0.47500    0.62961   -0.91500
   0.47778    0.62956   -0.91333
   0.48056    0.62951   -0.91167
   0.48333    0.62946   -0.91000
   0.48611    0.62941   -0.90833
   0.48889    0.62936   -0.90667
   0.49167    0.62931   -0.90500
   0.49444    0.62926   -0.90333
   0.49722    0.62921   -0.90167
   0.50000    0.62916   -0.90000
   0.50278    0.62911   -0.89833
   0.50556    0.62906   -0.89667
   0.50833    0.62901   -0.89500
   0.51111    0.62896   -0.89333
   0.51389    0.62891   -0.89167
   0.51667    0.62886   -0.89000
   0.51944    0.62881   -0.88833
   0.52222    0.62876   -0.88667
   0.52500    0.62871   -0.88500
   0.52778    0.62866   -0.88333
   0.53056    0.62861   -0.88167
   0.53333    0.62856   -0.88000
   0.53611    0.62851   -0.87833
   0.53889    0.62846   -0.87667
   0.54167    0.62841   -0.87500
   0.54444    0.62836   -0.87333
   0.54722    0.62831   -0.87167
   0.55000    0.62826   -0.87000
   0.55278    0.62821   -0.86833
   0.55556    0.62816   -0.86667
   0.55833    0.62811   -0.86500
   0.56111    0.62806   -0.86333
   0.56389    0.62801   -0.86167
   0.56667    0.62796   -0.86000
   0.56944    0.62791   -0.85833
   0.57222    0.62786   -0.85667
   0.57500    0.62781   -0.85500
   0.57778    0.62776   -0.85333
   0.58056    0.62771   -0.85167
   0.58333    0.62766   -0.85000
   0.58611    0.62761   -0.84833
   0.58889    0.62756   -0.84667
   0.59167    0.62751   -0.84500
   0.59444    0.62746   -0.84333
   0.59722    0.62741   -0.84167
   0.60000    0.62736   -0.84000
   0.60278    0.62731   -0.83833
   0.60556    0.62726   -0.83667
   0.60833    0.62721   -0.83500
   0.61111    0.62716   -0.83333
   0.61389    0.62711   -0.83167
   0.61667    0.62706   -0.83000
   0.61944    0.62701   -0.82833
   0.62222    0.62696   -0.82667
   0.62500    0.62691   -0.82500
   0.62778    0.62686   -0.82333
   0.63056    0.62681   -0.82167
   0.63333    0.62676   -0.82000
   0.63611    0.62671   -0.81833
   0.63889    0.62666   -0.81667
   0.64167    0.62661   -0.81500
   0.64444    0.62656   -0.81333
   0.64722    0.62651   -0.81167
   0.65000    0.62646   -0.81000
   0.65278    0.62641   -0.80833
   0.65556    0.62636   -0.80667
   0.65833    0.62631   -0.80500
   0.66111    0.62626   -0.80333
   0.66389    0.62621   -0.80167
   0.66667    0.62616   -0.80000
   0.66944    0.62611   -0.79833
   0.67222    0.62606   -0.79667
   0.67500    0.62601   -0.79500
   0.67778    0.62596   -0.79333
   0.68056    0.62591   -0.79167
   0.68333    0.62586   -0.79000
   0.68611    0.62581   -0.78833
   0.68889    0.62576   -0.78667
   0.69167    0.62571   -0.78500
   0.69444    0.62566   -0.78333
   0.69722    0.62561   -0.78167
   0.70000    0.62556   -0.78000
   0.70278    0.62551   -0.77833
   0.70556    0.62546   -0.77667
   0.70833    0.62541   -0.77500
   0.71111    0.62536   -0.77333
   0.71389    0.62531   -0.77167
   0.71667    0.62526   -0.77000
   0.71944    0.62521   -0.76833
   0.72222    0.62516   -0.76667
   0.72500    0.62511   -0.76500
   0.72778    0.62506   -0.76333
   0.73056    0.62501   -0.76167
   0.73333    0.62496   -0.76000
   0.73611    0.62491   -0.75833
   0.73889    0.62486   -0.75667
   0.74167    0.62481   -0.75500
   0.74444    0.62476   -0.75333
   0.74722    0.62471   -0.75167
   0.75000    0.62466   -0.75000
   0.75278    0.62461   -0.74833
   0.75556    0.62456   -0.74667
   0.75833    0.62451   -0.74500
   0.76111    0.62446   -0.74333
   0.76389    0.62441   -0.74167
   0.76667    0.62436   -0.74000
   0.76944    0.62431   -0.73833
   0.77222    0.62426   -0.73667
   0.77500    0.62421   -0.73500
   0.77778    0.62416   -0.73333
   0.78056    0.62411   -0.73167
   0.78333    0.62406   -0.73000
   0.78611    0.62401   -0.72833
   0.78889    0.62396   -0.72667
   0.79167    0.62391   -0.72500
   0.79444    0.62386   -0.72333
   0.79722    0.62381   -0.72167
   0.80000    0.62376   -0.72000
   0.80278    0.62371   -0.71833
   0.80556    0.62366   -0.71667
   0.80833    0.62361   -0.71500
   0.81111    0.62356   -0.71333
   0.81389    0.62351   -0.71167
   0.81667    0.62346   -0.71000
   0.81944    0.62341   -0.70833
   0.82222    0.62336   -0.70667
   0.82500    0.62331   -0.70500
   0.82778    0.62326   -0.70333
   0.83056    0.62321   -0.70167
   0.83333    0.62316   -0.70000
   0.83611    0.62311   -0.69833
   0.83889    0.62306   -0.69667
   0.84167    0.62301   -0.69500
   0.84444    0.62296   -0.69333
   0.84722    0.62291   -0.69167
   0.85000    0.62286   -0.69000
   0.85278    0.62281   -0.68833
   0.85556    0.62276   -0.68667
   0.85833    0.62271   -0.68500
   0.86111    0.62266   -0.68333
   0.86389    0.62261   -0.68167
   0.86667    0.62256   -0.68000
   0.86944    0.62251   -0.67833
   0.87222    0.62246   -0.67667
   0.87500    0.62241   -0.67500
   0.87778    0.62236   -0.67333
   0.88056    0.62231   -0.67167
   0.88333    0.62226   -0.67000
   0.88611    0.62221   -0.66833
   0.88889    0.62216   -0.66667
   0.89167    0.62211   -0.66500
   0.89444    0.62206   -0.66333
   0.89722    0.62201   -0.66167
   0.90000    0.62196   -0.66000
   0.90278    0.62191   -0.65833
   0.90556    0.62186   -0.65667
   0.90833    0.62181   -0.65500
   0.91111    0.62176   -0.65333
   0.91389    0.62171   -0.65167
   0.91667    0.62166   -0.65000
   0.91944    0.62161   -0.64833
   0.92222    0.62157   -0.64667
   0.92500    0.62152   -0.64500
   0.92778    0.62147   -0.64333
   0.93056    0.62142   -0.64167
   0.93333    0.62137   -0.64000
   0.93611    0.62132   -0.63833
   0.93889    0.62127   -0.63667
   0.94167    0.62122   -0.63500
   0.94444    0.62117   -0.63333
   0.94722    0.62112   -0.63167
   0.95000    0.62107   -0.63000
   0.95278    0.62102   -0.62833
   0.95556    0.62097   -0.62667
   0.95833    0.62092   -0.62500
   0.96111    0.62087   -0.62333
   0.96389    0.62082   -0.62167
   0.96667    0.62077   -0.62000
   0.96944    0.62072   -0.61833
   0.97222    0.62067   -0.61667
   0.97500    0.62062   -0.61500
   0.97778    0.62057   -0.61333
   0.98056    0.62052   -0.61167
   0.98333    0.62047   -0.61000
   0.98611    0.62042   -0.60833
   0.98889    0.62037   -0.60667
   0.99167    0.62032   -0.60500
   0.99444    0.62027   -0.60333
   0.99722    0.62022   -0.60167
   1.00000    0.62017   -0.60000
   1.00278    0.62014   -0.59917
   1.00556    0.62012   -0.59833
   1.00833    0.62009   -0.59750
   1.01111    0.62007   -0.59667
   1.01389    0.62004   -0.59583
   1.01667    0.62002   -0.59500
   1.01944    0.61999   -0.59417
   1.02222    0.61997   -0.59333
   1.02500    0.61994   -0.59250
   1.02778    0.61992   -0.59167
   1.03056    0.61989   -0.59083
   1.03333    0.61987   -0.59000
   1.03611    0.61984   -0.58917
   1.03889    0.61982   -0.58833
   1.04167    0.61979   -0.58750
   1.04444    0.61977   -0.58667
