 original 
 index ; minp_thrm_can_be_put_in, maxp_thrm_can_be_put_in, minp_thrm_left_in_tank, maxp_thrm_left_in_tank
0      0.000      0.000        0.139        0.138  0.013422222222220323  0.12004227643929137  0  0.055404127587365244  0.013422222222220323
1      0.000      0.000        0.139        0.139  0.012511111111108524  -7.470568225522811e-05  0  7.488185380172706e-06  0.012511111111108524
2      0.000      0.000        0.139        0.139  0.011599999999997938  -5.848128059819639e-05  0  7.488185380168488e-06  0.011599999999997938
3      0.000      0.000        0.139        0.139  0.010799999999996241  -4.225687894117414e-05  0  7.488185380164115e-06  0.010799999999996241
4      0.000      0.000        0.139        0.139  0.010077777777779677  -2.603247728413294e-05  0  7.488185380172861e-06  0.010077777777779677
5      0.000      0.000        0.139        0.139  0.009433333333335212  -9.808075627101214e-06  0  7.488185380168488e-06  0.009433333333335212
6      0.000     -0.000        0.139        0.139  0.008977777777777494  6.416326029930512e-06  0  7.488185380168489e-06  0.008977777777777494
7      0.000     -0.000        0.139        0.139  0.00859444444444413  2.2640727686971712e-05  0  7.488185380172861e-06  0.00859444444444413
8      0.000     -0.000        0.139        0.139  0.008283333333333151  3.886512934400343e-05  0  7.4881853801684855e-06  0.008283333333333151
9      0.000     -0.000        0.139        0.139  0.008083333333332424  5.508953100103516e-05  0  7.488185380168491e-06  0.008083333333332424
10      0.000     -0.000        0.139        0.139  0.007911111111110888  7.131393265807635e-05  0  7.488185380172856e-06  0.007911111111110888
11      0.000     -0.000        0.139        0.139  0.0077666666666664245  8.753833431509861e-05  0  7.488185380164118e-06  0.0077666666666664245
12      0.000     -0.000        0.139        0.139  0.007644444444444844  8.883901672918526e-05  0  6.003149603476873e-07  0.007644444444444844
13      0.000     -0.000        0.139        0.139  0.007527777777777752  9.013969914327546e-05  0  6.003149603493198e-07  0.007527777777777752
14      0.000     -0.000        0.139        0.139  0.007416666666666667  9.144038155736449e-05  0  6.003149603487819e-07  0.007416666666666667
15      0.000     -0.000        0.139        0.139  0.007338888888889112  9.274106397145408e-05  0  6.003149603490445e-07  0.007338888888889112
16      0.000     -0.000        0.139        0.139  0.007272222222222695  9.404174638554429e-05  0  6.00314960349326e-07  0.007272222222222695
17      0.000     -0.000        0.139        0.139  0.007216666666667152  9.534242879963391e-05  0  6.00314960349057e-07  0.007216666666667152
18      0.000     -0.000        0.139        0.139  0.007183333333332162  9.506468795005333e-05  0  -1.281880844218094e-07  0.007183333333332162
19      0.000     -0.000        0.139        0.139  0.007166666666666667  9.478694710047587e-05  0  -1.281880844203645e-07  0.007166666666666667
20      0.000     -0.000        0.139        0.139  0.007166666666666667  9.45092062508987e-05  0  -1.2818808442023313e-07  0.007166666666666667
21      0.000     -0.000        0.139        0.139  0.007177777777777426  9.423146540132136e-05  0  -1.281880844203082e-07  0.007177777777777426
22      0.000     -0.000        0.139        0.139  0.0071944444444445145  9.395372455174389e-05  0  -1.2818808442037075e-07  0.0071944444444445145
23      0.000     -0.000        0.139        0.139  0.007216666666666736  9.367598370216656e-05  0  -1.281880844203082e-07  0.007216666666666736
24      0.000     -0.000        0.139        0.139  0.007227777777778395  0.00024060209214697654  0  6.781205005145076e-05  0.007227777777778395
25      0.000     -0.000        0.139        0.139  0.007250000000001384  0.00038752820059191135  0  6.781205005150837e-05  0.007250000000001384
26      0.000     -0.001        0.139        0.139  0.007283333333334724  0.0005344543090367703  0  6.781205005147336e-05  0.007283333333334724
27      0.000     -0.001        0.139        0.139  0.007338888888888392  0.0006813804174816293  0  6.781205005147339e-05  0.007338888888888392
28      0.000     -0.001        0.139        0.139  0.007405555555556817  0.0008283065259264882  0  6.781205005147334e-05  0.007405555555556817
